species_ID,Group,Order,Family,Genus,Species,subspecies,scientificName,variety,common_name,native_exotic,continent_of_origin,itis_tsn
428,Fishes,Characiformes,Characidae,Piaractus,mesopotamicus,NULL,Piaractus mesopotamicus,NULL,small-scaled pacu,Exotic,South America,641578
429,Fishes,Characiformes,Characidae,Pygocentrus,nattereri,NULL,Pygocentrus nattereri,NULL,red piranha,Exotic,South America,641816
430,Fishes,Characiformes,Characidae,Pygocentrus or Serrasalmus,sp.,NULL,Pygocentrus or Serrasalmus sp.,NULL,unidentified piranha,Exotic,South America,NULL
431,Fishes,Characiformes,Characidae,Serrasalmus,rhombeus,NULL,Serrasalmus rhombeus,NULL,white piranha,Exotic,South America,163268
433,Fishes,Perciformes,Cichlidae,"Oreochromis, Sarotherodon, Tilapia",sp.,NULL,"Oreochromis, Sarotherodon, Tilapia sp.",NULL,tilapia,Exotic,Africa,169770
434,Fishes,Perciformes,Cichlidae,"Oreochromis, Sarotherodon, Tilapia",sp. x sp.,NULL,"Oreochromis, Sarotherodon, Tilapia sp. x sp.",NULL,hybrid tilapia,Exotic Hybrid,Africa,NULL
435,Fishes,Perciformes,Cichlidae,Aequidens,pulcher,NULL,Aequidens pulcher,NULL,blue acara,Exotic,South America,169837
436,Fishes,Perciformes,Cichlidae,Astronotus,ocellatus,NULL,Astronotus ocellatus,NULL,Oscar,Exotic,South America,169772
437,Fishes,Perciformes,Cichlidae,Cichla,ocellaris,NULL,Cichla ocellaris,NULL,Butterfly Peacock Bass,Exotic,South America,169857
438,Fishes,Perciformes,Cichlidae,Cichla,temensis,NULL,Cichla temensis,NULL,speckled pavon,Exotic,South America,169858
439,Fishes,Perciformes,Cichlidae,Cichlasoma,sp.,NULL,Cichlasoma sp.,NULL,cichlid,Exotic,South America,169774
440,Fishes,Perciformes,Cichlidae,Cichlasoma,beani,NULL,Cichlasoma beani,NULL,Sinaloa Cichlid,Exotic,South America,169803
441,Fishes,Perciformes,Cichlidae,Cichlasoma,bimaculatum,NULL,Cichlasoma bimaculatum,NULL,Black Acara,Exotic,South America,169775
442,Fishes,Perciformes,Cichlidae,Amphilophus,citrinellus,,Amphilophus citrinellus,,Midas Cichlid,Exotic,Central America,648192
443,Fishes,Perciformes,Cichlidae,Herichthys,cyanoguttatus,,Herichthys cyanoguttatus,,Rio Grande Cichlid,Native,North America,649487
444,Fishes,Perciformes,Cichlidae,Amphilophus,labiatus,NULL,Amphilophus labiatus,NULL,red devil,Exotic,Central America,648257
445,Fishes,Perciformes,Cichlidae,Parachromis,managuensis,,Parachromis managuensis,,Jaguar Guapote,Exotic,Central America,649548
446,Fishes,Perciformes,Cichlidae,Thorichthys,meeki,,Thorichthys meeki,,Firemouth Cichlid,Exotic,North and Central America,169787
447,Fishes,Perciformes,Cichlidae,Archocentrus,nigrofasciatus,,Archocentrus nigrofasciatus,,Convict Cichlid,Exotic,Central America,648207
448,Fishes,Perciformes,Cichlidae,Rocio,octofasciata,,Rocio octofasciata,,Jack Dempsey,Exotic,Central America,649458
449,Fishes,Perciformes,Cichlidae,Cichlasoma,salvini,NULL,Cichlasoma salvini,NULL,Yellowbelly Cichlid,Exotic,Central America,169788
450,Fishes,Perciformes,Cichlidae,Cichlasoma,spilurum,NULL,Cichlasoma spilurum,NULL,blue-eyed cichlid,Exotic,South America,169790
451,Fishes,Perciformes,Cichlidae,Vieja,melanura,,Vieja melanura,,Redhead Cichlid,Exotic,Central America,648944
452,Fishes,Perciformes,Cichlidae,Cichlasoma,trimaculatum,NULL,Cichlasoma trimaculatum,NULL,Threespot Cichlid,Exotic,South America,169804
453,Fishes,Perciformes,Cichlidae,Cichlasoma,urophthalmus,,Cichlasoma urophthalmus,,Mayan Cichlid,Exotic,North and Central America,169802
454,Fishes,Perciformes,Cichlidae,Geophagus,brasiliensis,NULL,Geophagus brasiliensis,NULL,pearl eartheater,Exotic,South America,169915
455,Fishes,Perciformes,Cichlidae,Geophagus,sp.,NULL,Geophagus sp.,NULL,eartheater,Exotic,South America,169919
456,Fishes,Perciformes,Cichlidae,Hemichromis,elongatus,NULL,Hemichromis elongatus,NULL,banded jewelfish,Exotic,Africa,553307
457,Fishes,Perciformes,Cichlidae,Hemichromis,letourneuxi,NULL,Hemichromis letourneuxi,NULL,African Jewelfish,Exotic,Africa,553306
458,Fishes,Perciformes,Cichlidae,Heros,severus,NULL,Heros severus,NULL,Banded Cichlid,Exotic,South America,169895
459,Fishes,Perciformes,Cichlidae,Pseudotropheus,socolofi,NULL,Pseudotropheus socolofi,NULL,Pindani,Exotic,Africa,648891
460,Fishes,Perciformes,Cichlidae,Melanochromis,auratus,NULL,Melanochromis auratus,NULL,golden mbuna,Exotic,Africa,169969
461,Fishes,Perciformes,Cichlidae,Melanochromis,johannii,NULL,Melanochromis johannii,NULL,bluegray mbuna,Exotic,Africa,169972
462,Fishes,Perciformes,Cichlidae,Oreochromis,mossambicus x hornorum,NULL,Oreochromis mossambicus x hornorum,NULL,hybrid tilapia,Exotic Hybrid,Africa,NULL
463,Fishes,Perciformes,Cichlidae,Oreochromis,aureus,NULL,Oreochromis aureus,NULL,Blue Tilapia,Exotic,Africa,553308
464,Fishes,Perciformes,Cichlidae,Oreochromis,aureus x mossambicus,NULL,Oreochromis aureus x mossambicus,NULL,blue x Mozambique tilapia,Exotic Hybrid,Africa,NULL
465,Fishes,Perciformes,Cichlidae,Oreochromis,macrochir,NULL,Oreochromis macrochir,NULL,longfin tilapia,Exotic,Africa,553309
466,Fishes,Perciformes,Cichlidae,Oreochromis,mossambicus,NULL,Oreochromis mossambicus,NULL,Mozambique Tilapia,Exotic,Africa,170015
468,Fishes,Perciformes,Cichlidae,Oreochromis,niloticus,NULL,Oreochromis niloticus,NULL,Nile Tilapia,Exotic,Africa,553310
469,Fishes,Perciformes,Cichlidae,Oreochromis,urolepis,NULL,Oreochromis urolepis,NULL,Wami Tilapia,Exotic,Africa,170018
470,Fishes,Perciformes,Cichlidae,Oreochromis,urolepis,hornorum,Oreochromis urolepis hornorum,NULL,Wami Tilapia,Exotic,Africa,170020
471,Fishes,Perciformes,Cichlidae,Oreochromis,urolepis hornorum x mossambicus,NULL,Oreochromis urolepis hornorum x mossambicus,NULL,hybrid tilapia,Exotic Hybrid,Africa,170020
472,Fishes,Perciformes,Cichlidae,Pelvicachromis,pulcher,NULL,Pelvicachromis pulcher,NULL,rainbow krib,Exotic,Africa,169993
473,Fishes,Perciformes,Cichlidae,Pseudotropheus,sp.,NULL,Pseudotropheus sp.,NULL,African Lake cichlid,Exotic,Africa,170005
474,Fishes,Perciformes,Cichlidae,Pseudotropheus,zebra,NULL,Pseudotropheus zebra,NULL,zebra mbuna,Exotic,Africa,170012
475,Fishes,Perciformes,Cichlidae,Pterophyllum,scalare,NULL,Pterophyllum scalare,NULL,freshwater angelfish,Exotic,South America,169845
476,Fishes,Perciformes,Cichlidae,Pterophyllum,sp.,NULL,Pterophyllum sp.,NULL,freshwater angelfish,Exotic,South America,169844
477,Fishes,Perciformes,Cichlidae,Sarotherodon,melanotheron,NULL,Sarotherodon melanotheron,NULL,Blackchin Tilapia,Exotic,Africa,553311
478,Fishes,Perciformes,Cichlidae,Symphysodon,discus,NULL,Symphysodon discus,NULL,red discus,Exotic,South America,170028
479,Fishes,Perciformes,Cichlidae,Telmatochromis,bifrenatus,NULL,Telmatochromis bifrenatus,NULL,Lake Tanganyika dwarf cichlid,Exotic,Africa,170032
480,Fishes,Perciformes,Cichlidae,Tilapia,sp.,NULL,Tilapia sp.,NULL,unidentified tilapia,Exotic,Africa,169809
481,Fishes,Perciformes,Cichlidae,Tilapia,buttikoferi,NULL,Tilapia buttikoferi,NULL,zebra tilapia,Exotic,Africa,648956
482,Fishes,Perciformes,Cichlidae,Tilapia,mariae,NULL,Tilapia mariae,NULL,Spotted Tilapia,Exotic,Africa,169811
483,Fishes,Perciformes,Cichlidae,Tilapia,rendalli,NULL,Tilapia rendalli,NULL,redbreast tilapia,Exotic,Africa,169816
484,Fishes,Perciformes,Cichlidae,Tilapia,sparrmanii,NULL,Tilapia sparrmanii,NULL,banded tilapia,Exotic,Africa,649586
485,Fishes,Perciformes,Cichlidae,Tilapia,zillii,NULL,Tilapia zillii,NULL,Redbelly Tilapia,Exotic,Africa,169813
486,Fishes,Siluriformes,Clariidae,Clarias,batrachus,NULL,Clarias batrachus,NULL,Walking Catfish,Exotic,Asia,164120
487,Fishes,Siluriformes,Clariidae,Clarias,fuscus,NULL,Clarias fuscus,NULL,whitespotted clarias,Exotic,Asia,164122
488,Fishes,Clupeiformes,Clupeidae,Alosa,aestivalis,NULL,Alosa aestivalis,NULL,Blueback Herring,Native,North America,161703
489,Fishes,Clupeiformes,Clupeidae,Alosa,chrysochloris,NULL,Alosa chrysochloris,NULL,Skipjack Herring,Native,North America,161707
490,Fishes,Clupeiformes,Clupeidae,Alosa,pseudoharengus,NULL,Alosa pseudoharengus,NULL,Alewife,Native,North America,161706
491,Fishes,Clupeiformes,Clupeidae,Alosa,sapidissima,NULL,Alosa sapidissima,NULL,American Shad,Native,North America,161702
492,Fishes,Clupeiformes,Clupeidae,Dorosoma,cepedianum,NULL,Dorosoma cepedianum,NULL,Gizzard Shad,Native,North America,161737
493,Fishes,Clupeiformes,Clupeidae,Dorosoma,petenense,NULL,Dorosoma petenense,NULL,Threadfin Shad,Native,North America,161738
494,Fishes,Clupeiformes,Clupeidae,Dorosoma,petenense,atchafalayae,Dorosoma petenense atchafalayae,NULL,Mississippi threadfin shad,Native,North America,NULL
495,Fishes,Clupeiformes,Clupeidae,Herklotsichthys,quadrimaculatus,NULL,Herklotsichthys quadrimaculatus,NULL,goldspot herring,Exotic,Indo-Pacific,161825
496,Fishes,Clupeiformes,Clupeidae,Opisthonema,libertate,NULL,Opisthonema libertate,NULL,Deepbody Thread Herring,Exotic,North America,161750
497,Fishes,Clupeiformes,Clupeidae,Sardinella,marquesensis,NULL,Sardinella marquesensis,NULL,Marquesan sardine,Exotic,Indo-Pacific,161766
498,Fishes,Cypriniformes,Cobitidae,Misgurnus,anguillicaudatus,NULL,Misgurnus anguillicaudatus,NULL,Oriental Weatherfish,Exotic,Asia,163978
499,Fishes,Cypriniformes,Cobitidae,Misgurnus,mizolepis,NULL,Misgurnus mizolepis,NULL,Chinese fine-scaled loach,Exotic,Asia,640096
500,Fishes,Cypriniformes,Cobitidae,Pangio,kuhlii,NULL,Pangio kuhlii,NULL,coolie loach,Exotic,Asia,640107
501,Fishes,Scorpaeniformes,Cottidae,Cottus,asper,NULL,Cottus asper,NULL,Prickly Sculpin,Native,North America,167233
502,Fishes,Scorpaeniformes,Cottidae,Cottus,bairdii,NULL,Cottus bairdii,NULL,Mottled Sculpin,Native,North America,167237
503,Fishes,Scorpaeniformes,Cottidae,Cottus,extensus,NULL,Cottus extensus,NULL,Bear Lake Sculpin,Native,North America,167242
504,Fishes,Scorpaeniformes,Cottidae,Cottus,greenei,NULL,Cottus greenei,NULL,Shoshone Sculpin,Native,North America,167244
505,Fishes,Cypriniformes,Cyprinidae,Danio,rerio,NULL,Danio rerio,NULL,zebra danio,Exotic,Asia,163699
506,Fishes,Cypriniformes,Cyprinidae,Campostoma,anomalum,NULL,Campostoma anomalum,NULL,Central Stoneroller,Native,North America,163508
507,Fishes,Cypriniformes,Cyprinidae,Campostoma,oligolepis,NULL,Campostoma oligolepis,NULL,Largescale Stoneroller,Native,North America,163509
508,Fishes,Cypriniformes,Cyprinidae,Carassius,auratus,NULL,Carassius auratus,NULL,Goldfish,Exotic,Asia,163350
509,Fishes,Cypriniformes,Cyprinidae,Carassius,carassius,NULL,Carassius carassius,NULL,crucian carp,Exotic,Asia,163352
510,Fishes,Cypriniformes,Cyprinidae,Clinostomus,elongatus,NULL,Clinostomus elongatus,NULL,Redside Dace,Native,North America,163373
511,Fishes,Cypriniformes,Cyprinidae,Clinostomus,funduloides,NULL,Clinostomus funduloides,NULL,Rosyside Dace,Native,North America,163371
512,Fishes,Cypriniformes,Cyprinidae,Clinostomus,funduloides,funduloides,Clinostomus funduloides funduloides,NULL,Rosyside Dace,Native,North America,163372
513,Fishes,Cypriniformes,Cyprinidae,Couesius,plumbeus,NULL,Couesius plumbeus,NULL,Lake Chub,Native,North America,163535
514,Fishes,Cypriniformes,Cyprinidae,Ctenopharyngodon,idella,NULL,Ctenopharyngodon idella,NULL,Grass Carp,Exotic,Asia,163537
515,Fishes,Cypriniformes,Cyprinidae,Ctenopharyngodon x Hypophthalmichthys,idella x nobilis,NULL,Ctenopharyngodon x Hypophthalmichthys idella x nobilis,NULL,grass carp x bighead carp,Exotic Hybrid,Asia,NULL
516,Fishes,Cypriniformes,Cyprinidae,Cyprinella,analostana,NULL,Cyprinella analostana,NULL,Satinfin Shiner,Native,North America,163766
517,Fishes,Cypriniformes,Cyprinidae,Cyprinella,galactura,NULL,Cyprinella galactura,NULL,Whitetail Shiner,Native,North America,163782
518,Fishes,Cypriniformes,Cyprinidae,Cyprinella,lutrensis,NULL,Cyprinella lutrensis,NULL,Red Shiner,Native,North America,163792
519,Fishes,Cypriniformes,Cyprinidae,Cyprinella,pyrrhomelas,NULL,Cyprinella pyrrhomelas,NULL,Fieryblack Shiner,Native,North America,163801
520,Fishes,Cypriniformes,Cyprinidae,Cyprinella,spiloptera,NULL,Cyprinella spiloptera,NULL,Spotfin Shiner,Native,North America,163803
521,Fishes,Cypriniformes,Cyprinidae,Cyprinella,venusta,NULL,Cyprinella venusta,NULL,Blacktail Shiner,Native,North America,163809
522,Fishes,Cypriniformes,Cyprinidae,Cyprinella,venusta,cercostigma,Cyprinella venusta cercostigma,NULL,eastern blacktail shiner,Native,North America,NULL
523,Fishes,Cypriniformes,Cyprinidae,Cyprinella,whipplei,NULL,Cyprinella whipplei,NULL,Steelcolor Shiner,Native,North America,163811
527,Fishes,Cypriniformes,Cyprinidae,Devario,malabaricus,NULL,Devario malabaricus,NULL,Malabar danio,Exotic,Asia,688997
528,Fishes,Cypriniformes,Cyprinidae,Eremichthys,acros,NULL,Eremichthys acros,NULL,Desert Dace,Native,North America,163540
529,Fishes,Cypriniformes,Cyprinidae,Exoglossum,laurae,NULL,Exoglossum laurae,NULL,Tonguetied Minnow,Native,North America,163357
530,Fishes,Cypriniformes,Cyprinidae,Exoglossum,maxillingua,NULL,Exoglossum maxillingua,NULL,Cutlip Minnow,Native,North America,163356
531,Fishes,Cypriniformes,Cyprinidae,Gila,atraria,NULL,Gila atraria,NULL,Utah Chub,Native,North America,163543
532,Fishes,Cypriniformes,Cyprinidae,Siphateles,bicolor,NULL,Siphateles bicolor,NULL,Tui Chub,Native,North America,913989
533,Fishes,Cypriniformes,Cyprinidae,Siphateles,bicolor,mohavensis,Siphateles bicolor mohavensis,NULL,Mohave Tui Chub,Native,North America,914012
535,Fishes,Cypriniformes,Cyprinidae,Siphateles,bicolor,obesus,Siphateles bicolor obesus,NULL,Lahontan Creek Tui Chub,Native,North America,914009
536,Fishes,Cypriniformes,Cyprinidae,Siphateles,bicolor,snyderi,Siphateles bicolor snyderi,NULL,Owens Tui Chub,Native,North America,914014
537,Fishes,Cypriniformes,Cyprinidae,Siphateles,bicolor,ssp.,Siphateles bicolor ssp.,NULL,Hot Creek Valley Tui Chub,Native,North America,NULL
538,Fishes,Cypriniformes,Cyprinidae,Gila,coerulea,NULL,Gila coerulea,NULL,Blue Chub,Native,North America,163548
540,Fishes,Cypriniformes,Cyprinidae,Gila,orcuttii,NULL,Gila orcuttii,NULL,Arroyo Chub,Native,North America,553278
541,Fishes,Cypriniformes,Cyprinidae,Gila,pandora,NULL,Gila pandora,NULL,Rio Grande Chub,Native,North America,163556
542,Fishes,Cypriniformes,Cyprinidae,Gila,seminuda,NULL,Gila seminuda,NULL,Virgin Chub,Native,North America,553395
543,Fishes,Cypriniformes,Cyprinidae,Hesperoleucus,symmetricus,NULL,Hesperoleucus symmetricus,NULL,California Roach,Native,North America,163565
544,Fishes,Cypriniformes,Cyprinidae,Hybognathus,hankinsoni,NULL,Hybognathus hankinsoni,NULL,Brassy Minnow,Native,North America,163363
545,Fishes,Cypriniformes,Cyprinidae,Hybognathus,placitus,NULL,Hybognathus placitus,NULL,Plains Minnow,Native,North America,163361
546,Fishes,Cypriniformes,Cyprinidae,Hybognathus,regius,NULL,Hybognathus regius,NULL,Eastern Silvery Minnow,Native,North America,163359
547,Fishes,Cypriniformes,Cyprinidae,Hybopsis,amblops,NULL,Hybopsis amblops,NULL,Bigeye Chub,Native,North America,163476
548,Fishes,Cypriniformes,Cyprinidae,Hybopsis,cf. winchelli,NULL,Hybopsis cf. winchelli,NULL,undescribed clear chub,Native,North America,NULL
549,Fishes,Cypriniformes,Cyprinidae,Hypophthalmichthys,molitrix,NULL,Hypophthalmichthys molitrix,NULL,Silver Carp,Exotic,Asia,163691
550,Fishes,Cypriniformes,Cyprinidae,Hypophthalmichthys,molitrix x nobilis,NULL,Hypophthalmichthys molitrix x nobilis,NULL,hybrid silver/bighead carp,Exotic Hybrid,Asia,NULL
551,Fishes,Cypriniformes,Cyprinidae,Hypophthalmichthys,nobilis,NULL,Hypophthalmichthys nobilis,NULL,Bighead Carp,Exotic,Asia,163692
552,Fishes,Cypriniformes,Cyprinidae,Iotichthys,phlegethontis,NULL,Iotichthys phlegethontis,NULL,Least Chub,Native,North America,163567
553,Fishes,Cypriniformes,Cyprinidae,Lavinia,exilicauda,NULL,Lavinia exilicauda,NULL,Hitch,Native,North America,163569
554,Fishes,Cypriniformes,Cyprinidae,Lepidomeda,albivallis,NULL,Lepidomeda albivallis,NULL,White River Spinedace,Native,North America,163571
555,Fishes,Cypriniformes,Cyprinidae,Lepidomeda,mollispinis,mollispinis,Lepidomeda mollispinis mollispinis,NULL,Virgin Spinedace,Native,North America,201924
556,Fishes,Cypriniformes,Cyprinidae,Lepidomeda,mollispinis,pratensis,Lepidomeda mollispinis pratensis,NULL,Big Spring spinedace,Native,North America,201925
557,Fishes,Cypriniformes,Cyprinidae,Leuciscus,idus,NULL,Leuciscus idus,NULL,Ide,Exotic,Eurasia,163576
558,Fishes,Cypriniformes,Cyprinidae,Luxilus,albeolus,NULL,Luxilus albeolus,NULL,White Shiner,Native,North America,163826
559,Fishes,Cypriniformes,Cyprinidae,Luxilus,cerasinus,NULL,Luxilus cerasinus,NULL,Crescent Shiner,Native,North America,163830
560,Fishes,Cypriniformes,Cyprinidae,Luxilus,chrysocephalus,NULL,Luxilus chrysocephalus,NULL,Striped Shiner,Native,North America,163832
561,Fishes,Cypriniformes,Cyprinidae,Luxilus,chrysocephalus,isolepis,Luxilus chrysocephalus isolepis,NULL,Striped Shiner,Native,North America,163832
562,Fishes,Cypriniformes,Cyprinidae,Luxilus,coccogenis,NULL,Luxilus coccogenis,NULL,Warpaint Shiner,Native,North America,163834
563,Fishes,Cypriniformes,Cyprinidae,Luxilus,cornutus,NULL,Luxilus cornutus,NULL,Common Shiner,Native,North America,163836
564,Fishes,Cypriniformes,Cyprinidae,Luxilus,zonistius,NULL,Luxilus zonistius,NULL,Bandfin Shiner,Native,North America,163843
565,Fishes,Cypriniformes,Cyprinidae,Lythrurus,ardens,NULL,Lythrurus ardens,NULL,Rosefin Shiner,Native,North America,163847
566,Fishes,Cypriniformes,Cyprinidae,Lythrurus,atrapiculus,NULL,Lythrurus atrapiculus,NULL,Blacktip Shiner,Native,North America,163849
567,Fishes,Cypriniformes,Cyprinidae,Lythrurus,fasciolaris,NULL,Lythrurus fasciolaris,NULL,Scarlet Shiner,Native,North America,201928
568,Fishes,Cypriniformes,Cyprinidae,Lythrurus,matutinus,NULL,Lythrurus matutinus,NULL,Pinewoods Shiner,Native,North America,201926
569,Fishes,Cypriniformes,Cyprinidae,Margariscus,margarita,NULL,Margariscus margarita,NULL,Allegheny Pearl Dace,Native,North America,163873
570,Fishes,Cypriniformes,Cyprinidae,Meda,fulgida,NULL,Meda fulgida,NULL,Spikedace,Native,North America,163583
571,Fishes,Cypriniformes,Cyprinidae,Moapa,coriacea,NULL,Moapa coriacea,NULL,Moapa Dace,Native,North America,163585
572,Fishes,Cypriniformes,Cyprinidae,Labeo,chrysophekadion,NULL,Labeo chrysophekadion,NULL,"black sharkminnow, black labeo",Exotic,Asia,163689
573,Fishes,Cypriniformes,Cyprinidae,Mylopharyngodon,piceus,NULL,Mylopharyngodon piceus,NULL,Black Carp,Exotic,Asia,639618
574,Fishes,Cypriniformes,Cyprinidae,Nocomis,biguttatus,NULL,Nocomis biguttatus,NULL,Hornyhead Chub,Native,North America,163395
575,Fishes,Cypriniformes,Cyprinidae,Nocomis,leptocephalus,NULL,Nocomis leptocephalus,NULL,Bluehead Chub,Native,North America,163393
576,Fishes,Cypriniformes,Cyprinidae,Nocomis,leptocephalus,bellicus,Nocomis leptocephalus bellicus,NULL,Bluehead Chub,Native,North America,163393
577,Fishes,Cypriniformes,Cyprinidae,Nocomis,micropogon,NULL,Nocomis micropogon,NULL,River Chub,Native,North America,163392
578,Fishes,Cypriniformes,Cyprinidae,Nocomis,raneyi,NULL,Nocomis raneyi,NULL,Bull Chub,Native,North America,163398
579,Fishes,Cypriniformes,Cyprinidae,Notemigonus,crysoleucas,NULL,Notemigonus crysoleucas,NULL,Golden Shiner,Native,North America,163368
580,Fishes,Cypriniformes,Cyprinidae,Notropis,amoenus,NULL,Notropis amoenus,NULL,Comely Shiner,Native,North America,163401
581,Fishes,Cypriniformes,Cyprinidae,Notropis,ariommus,NULL,Notropis ariommus,NULL,Popeye Shiner,Native,North America,163425
582,Fishes,Cypriniformes,Cyprinidae,Notropis,atherinoides,NULL,Notropis atherinoides,NULL,Emerald Shiner,Native,North America,163412
583,Fishes,Cypriniformes,Cyprinidae,Notropis,baileyi,NULL,Notropis baileyi,NULL,Rough Shiner,Native,North America,163427
584,Fishes,Cypriniformes,Cyprinidae,Notropis,bairdi,NULL,Notropis bairdi,NULL,Red River Shiner,Native,North America,163428
585,Fishes,Cypriniformes,Cyprinidae,Notropis,bifrenatus,NULL,Notropis bifrenatus,NULL,Bridle Shiner,Native,North America,163402
586,Fishes,Cypriniformes,Cyprinidae,Notropis,blennius,NULL,Notropis blennius,NULL,River Shiner,Native,North America,163429
587,Fishes,Cypriniformes,Cyprinidae,Notropis,boops,NULL,Notropis boops,NULL,Bigeye Shiner,Native,North America,163430
588,Fishes,Cypriniformes,Cyprinidae,Notropis,buccatus,NULL,Notropis buccatus,NULL,Silverjaw Minnow,Native,North America,163478
589,Fishes,Cypriniformes,Cyprinidae,Notropis,buccula,NULL,Notropis buccula,NULL,Smalleye Shiner,Native,North America,163432
590,Fishes,Cypriniformes,Cyprinidae,Notropis,buchanani,NULL,Notropis buchanani,NULL,Ghost Shiner,Native,North America,163414
591,Fishes,Cypriniformes,Cyprinidae,Notropis,chiliticus,NULL,Notropis chiliticus,NULL,Redlip Shiner,Native,North America,163435
592,Fishes,Cypriniformes,Cyprinidae,Notropis,chrosomus,NULL,Notropis chrosomus,NULL,Rainbow Shiner,Native,North America,163437
593,Fishes,Cypriniformes,Cyprinidae,Notropis,dorsalis,NULL,Notropis dorsalis,NULL,Bigmouth Shiner,Native,North America,163439
594,Fishes,Cypriniformes,Cyprinidae,Notropis,girardi,NULL,Notropis girardi,NULL,Arkansas River Shiner,Native,North America,163442
595,Fishes,Cypriniformes,Cyprinidae,Notropis,harperi,NULL,Notropis harperi,NULL,Redeye Chub,Native,North America,163444
596,Fishes,Cypriniformes,Cyprinidae,Notropis,hudsonius,NULL,Notropis hudsonius,NULL,Spottail Shiner,Native,North America,163404
597,Fishes,Cypriniformes,Cyprinidae,Notropis,hypsilepis,NULL,Notropis hypsilepis,NULL,Highscale Shiner,Native,North America,163449
598,Fishes,Cypriniformes,Cyprinidae,Notropis,leuciodus,NULL,Notropis leuciodus,NULL,Tennessee Shiner,Native,North America,163451
599,Fishes,Cypriniformes,Cyprinidae,Notropis,longirostris,NULL,Notropis longirostris,NULL,Longnose Shiner,Native,North America,163452
600,Fishes,Cypriniformes,Cyprinidae,Notropis,stramineus,NULL,Notropis stramineus,NULL,Sand Shiner,Native,North America,163419
601,Fishes,Cypriniformes,Cyprinidae,Notropis,stramineus,missuriensis,Notropis stramineus missuriensis,NULL,Sand Shiner,Native,North America,NULL
602,Fishes,Cypriniformes,Cyprinidae,Notropis,lutipinnis,NULL,Notropis lutipinnis,NULL,Yellowfin Shiner,Native,North America,163453
603,Fishes,Cypriniformes,Cyprinidae,Notropis,nubilus,NULL,Notropis nubilus,NULL,Ozark Minnow,Native,North America,163456
604,Fishes,Cypriniformes,Cyprinidae,Notropis,oxyrhynchus,NULL,Notropis oxyrhynchus,NULL,Sharpnose Shiner,Native,North America,163415
605,Fishes,Cypriniformes,Cyprinidae,Notropis,ozarcanus,NULL,Notropis ozarcanus,NULL,Ozark Shiner,Native,North America,163458
606,Fishes,Cypriniformes,Cyprinidae,Notropis,potteri,NULL,Notropis potteri,NULL,Chub Shiner,Native,North America,163416
607,Fishes,Cypriniformes,Cyprinidae,Notropis,procne,NULL,Notropis procne,NULL,Swallowtail Shiner,Native,North America,163407
608,Fishes,Cypriniformes,Cyprinidae,Notropis,rubellus,NULL,Notropis rubellus,NULL,Rosyface Shiner,Native,North America,163409
609,Fishes,Cypriniformes,Cyprinidae,Notropis,rubricroceus,NULL,Notropis rubricroceus,NULL,Saffron Shiner,Native,North America,163462
610,Fishes,Cypriniformes,Cyprinidae,Notropis,shumardi,NULL,Notropis shumardi,NULL,Silverband Shiner,Native,North America,163417
611,Fishes,Cypriniformes,Cyprinidae,Notropis,spectrunculus,NULL,Notropis spectrunculus,NULL,Mirror Shiner,Native,North America,163468
612,Fishes,Cypriniformes,Cyprinidae,Notropis,telescopus,NULL,Notropis telescopus,NULL,Telescope Shiner,Native,North America,163470
613,Fishes,Cypriniformes,Cyprinidae,Notropis,texanus,NULL,Notropis texanus,NULL,Weed Shiner,Native,North America,163420
614,Fishes,Cypriniformes,Cyprinidae,Notropis,volucellus,NULL,Notropis volucellus,NULL,Mimic Shiner,Native,North America,163421
615,Fishes,Cypriniformes,Cyprinidae,Notropis,xaenocephalus,NULL,Notropis xaenocephalus,NULL,Coosa Shiner,Native,North America,163474
616,Fishes,Cypriniformes,Cyprinidae,Orthodon,microlepidotus,NULL,Orthodon microlepidotus,NULL,Sacramento Blackfish,Native,North America,163589
617,Fishes,Cypriniformes,Cyprinidae,Phenacobius,mirabilis,NULL,Phenacobius mirabilis,NULL,Suckermouth Minnow,Native,North America,163502
618,Fishes,Cypriniformes,Cyprinidae,Chrosomus,eos,NULL,Chrosomus eos,NULL,Northern Redbelly Dace,Native,North America,913993
619,Fishes,Cypriniformes,Cyprinidae,Chrosomus,oreas,NULL,Chrosomus oreas,NULL,Mountain Redbelly Dace,Native,North America,913996
620,Fishes,Cypriniformes,Cyprinidae,Pimephales,notatus,NULL,Pimephales notatus,NULL,Bluntnose Minnow,Native,North America,163516
621,Fishes,Cypriniformes,Cyprinidae,Pimephales,promelas,NULL,Pimephales promelas,NULL,Fathead Minnow,Native,North America,163517
622,Fishes,Cypriniformes,Cyprinidae,Pimephales,tenellus,NULL,Pimephales tenellus,NULL,Slim Minnow,Native,North America,163519
623,Fishes,Cypriniformes,Cyprinidae,Pimephales,vigilax,NULL,Pimephales vigilax,NULL,Bullhead Minnow,Native,North America,163518
624,Fishes,Cypriniformes,Cyprinidae,Plagopterus,argentissimus,NULL,Plagopterus argentissimus,NULL,Woundfin,Native,North America,163600
625,Fishes,Cypriniformes,Cyprinidae,Platygobio,gracilis,NULL,Platygobio gracilis,NULL,Flathead Chub,Native,North America,163882
626,Fishes,Cypriniformes,Cyprinidae,Pogonichthys,macrolepidotus,NULL,Pogonichthys macrolepidotus,NULL,Splittail,Native,North America,163603
